2019-09-13_13-26-11
4008308 35 29.616936 -82.37225
4016755 35 29.63247 -82.361465
4016763 34 29.6504 -82.37209
4012673 9 29.621983 -82.35593
4016757 9 29.638813 -82.351524
4012681 9 29.64513 -82.346924
4008292 34 29.65037 -82.35906
4008208 9 29.61264 -82.35933
4008064 35 29.620901 -82.36835
4008132 9 29.619898 -82.36054
4008244 34 29.623552 -82.365685
4008216 35 29.63509 -82.35353
4008088 35 29.640657 -82.34612
